loan_status,issue_d,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies,fico_range_high
Current,Jul-2013,36000.0,2500.0, 36 months,9.87,1462.65,D,C3,5 years,RENT,28868.92,Verified,debt_consolidation,CA,19.58,0.0,Oct-1994,685.0,5.0,100.0,17.0,0.0,10432.35,69.0,32.0,Individual,0.0,1.0,689.0
Fully Paid,Nov-2013,1000.0,37500.0, 36 months,28.44,642.86,D,E1,1 year,OWN,36505.8,Source Verified,other,CA,31.42,2.0,Jul-1991,780.0,2.0,75.0,8.0,2.0,56120.92,59.2,5.0,Individual,4.0,1.0,784.0
Fully Paid,Nov-2012,31500.0,24500.0, 36 months,19.37,820.03,G,B1,10+ years,RENT,12489.99,Verified,credit_card,NY,0.24,3.0,Jul-2005,755.0,1.0,88.0,17.0,2.0,24094.26,54.0,25.0,Individual,2.0,1.0,759.0
Fully Paid,Feb-2012,13500.0,15500.0, 36 months,9.14,746.06,C,D2,< 1 year,RENT,44866.65,Source Verified,credit_card,CA,37.3,0.0,Oct-1992,720.0,5.0,48.0,25.0,2.0,28079.58,7.6,6.0,Joint App,2.0,1.0,724.0
Current,Aug-2016,21000.0,20000.0, 36 months,10.49,187.71,B,A1,10+ years,MORTGAGE,47221.94,Source Verified,home_improvement,NY,25.84,3.0,Oct-1995,785.0,4.0,100.0,6.0,2.0,31716.11,89.3,32.0,Individual,1.0,1.0,789.0
Current,Aug-2018,12000.0,25000.0, 60 months,22.2,377.95,C,C2,< 1 year,MORTGAGE,44091.12,Not Verified,debt_consolidation,TX,38.03,0.0,Dec-1996,725.0,3.0,63.0,16.0,2.0,15921.99,62.6,42.0,Individual,3.0,0.0,729.0
Current,Oct-2012,20000.0,11000.0, 60 months,23.86,805.63,B,B1,< 1 year,OWN,116378.89,Not Verified,home_improvement,CA,32.7,0.0,Jun-2002,695.0,5.0,75.0,18.0,0.0,57819.45,57.2,33.0,Joint App,4.0,1.0,699.0
Fully Paid,Jan-2014,18500.0,12000.0, 60 months,20.65,129.04,D,E5,< 1 year,MORTGAGE,100345.1,Not Verified,credit_card,FL,37.11,3.0,Mar-2002,755.0,4.0,43.0,24.0,0.0,54689.23,54.0,46.0,Joint App,3.0,1.0,759.0
Fully Paid,Jun-2015,21500.0,17500.0, 36 months,29.7,1399.25,E,G1,5 years,MORTGAGE,62737.46,Verified,debt_consolidation,FL,24.04,0.0,Jan-2006,740.0,5.0,53.0,17.0,0.0,58374.31,39.2,24.0,Individual,2.0,0.0,744.0
Fully Paid,May-2018,16500.0,11000.0, 36 months,17.95,212.05,F,B4,1 year,MORTGAGE,47936.48,Verified,credit_card,TX,14.29,2.0,Dec-1995,730.0,4.0,100.0,22.0,0.0,59815.17,25.5,21.0,Individual,2.0,0.0,734.0
Charged Off,Sep-2016,22000.0,30500.0, 60 months,12.99,321.03,G,F2,3 years,MORTGAGE,110825.68,Not Verified,credit_card,FL,17.72,3.0,Sep-1997,740.0,2.0,47.0,23.0,0.0,40188.01,75.5,29.0,Joint App,4.0,1.0,744.0
Current,Mar-2017,33500.0,5000.0, 36 months,17.52,1155.02,A,E1,3 years,RENT,59168.54,Not Verified,debt_consolidation,IL,26.32,1.0,Oct-1997,825.0,0.0,2.0,26.0,1.0,27101.13,51.0,16.0,Individual,4.0,1.0,829.0
Current,Dec-2015,18000.0,33500.0, 60 months,14.51,172.49,B,G4,5 years,MORTGAGE,36645.21,Verified,home_improvement,CA,17.08,0.0,Dec-1990,695.0,3.0,45.0,12.0,0.0,51044.03,3.4,48.0,Individual,1.0,0.0,699.0
Charged Off,Nov-2014,15000.0,14500.0, 36 months,11.05,1353.41,C,G5,1 year,MORTGAGE,21380.85,Verified,home_improvement,CA,29.27,1.0,Oct-2004,710.0,4.0,47.0,21.0,0.0,1428.29,39.9,49.0,Joint App,4.0,0.0,714.0
Fully Paid,May-2013,6000.0,23000.0, 36 months,6.48,1096.78,B,A4,< 1 year,MORTGAGE,45945.51,Source Verified,credit_card,NY,3.67,0.0,Oct-2000,760.0,5.0,50.0,8.0,1.0,50064.24,92.9,27.0,Joint App,4.0,0.0,764.0
Current,Nov-2017,15000.0,7000.0, 60 months,14.32,130.87,F,F5,1 year,OWN,94163.34,Verified,other,FL,33.2,2.0,Jul-1999,665.0,4.0,8.0,25.0,2.0,29837.16,37.4,48.0,Individual,4.0,0.0,669.0
Fully Paid,Jun-2017,5500.0,16000.0, 36 months,23.51,1047.02,A,E3,1 year,MORTGAGE,234667.1,Verified,home_improvement,IL,8.17,3.0,Dec-2009,685.0,3.0,15.0,28.0,0.0,40393.2,41.3,5.0,Joint App,0.0,1.0,689.0
Fully Paid,Mar-2012,8000.0,30500.0, 36 months,5.77,958.49,A,A4,5 years,MORTGAGE,62128.88,Not Verified,other,IL,37.76,3.0,Aug-1993,760.0,3.0,38.0,10.0,1.0,22442.76,62.4,12.0,Joint App,0.0,0.0,764.0
Fully Paid,Nov-2016,38500.0,11500.0, 60 months,16.54,1143.3,G,B1,5 years,MORTGAGE,37827.31,Source Verified,debt_consolidation,TX,6.22,3.0,Jun-2009,750.0,0.0,50.0,17.0,1.0,22117.39,80.2,19.0,Joint App,1.0,0.0,754.0
Fully Paid,Jul-2012,4500.0,6000.0, 36 months,21.79,1247.45,G,G5,< 1 year,MORTGAGE,29407.97,Verified,other,TX,5.17,3.0,Aug-2003,780.0,0.0,3.0,25.0,2.0,1903.03,66.8,25.0,Individual,3.0,1.0,784.0
Fully Paid,Jan-2017,20000.0,21500.0, 60 months,20.93,1085.98,B,D4,5 years,MORTGAGE,83380.77,Source Verified,credit_card,TX,32.48,3.0,Jun-1994,680.0,0.0,46.0,2.0,0.0,25427.37,85.0,16.0,Joint App,0.0,1.0,684.0
Fully Paid,Aug-2017,33500.0,7000.0, 36 months,25.18,891.68,C,C2,< 1 year,OWN,20769.28,Source Verified,home_improvement,CA,32.75,3.0,Aug-2003,815.0,5.0,38.0,21.0,2.0,24501.25,11.4,32.0,Joint App,0.0,1.0,819.0
Fully Paid,Nov-2012,38500.0,13000.0, 36 months,26.05,504.02,D,C2,5 years,MORTGAGE,83300.27,Source Verified,other,TX,29.55,2.0,Mar-2005,745.0,4.0,4.0,24.0,0.0,13487.47,92.5,48.0,Joint App,0.0,1.0,749.0
Charged Off,Dec-2014,6500.0,18500.0, 60 months,23.52,1054.99,D,F4,1 year,OWN,97794.83,Not Verified,credit_card,TX,38.42,3.0,Apr-1997,685.0,1.0,30.0,26.0,0.0,14839.4,90.4,29.0,Joint App,0.0,0.0,689.0
Fully Paid,Nov-2012,7000.0,23000.0, 36 months,7.93,1436.75,G,B1,1 year,MORTGAGE,77789.96,Verified,credit_card,NY,10.82,1.0,Dec-1996,715.0,2.0,33.0,7.0,0.0,35048.37,51.9,29.0,Individual,4.0,1.0,719.0
Fully Paid,Nov-2015,15500.0,26000.0, 60 months,17.46,893.66,C,B5,3 years,MORTGAGE,52480.82,Source Verified,debt_consolidation,FL,33.07,1.0,Oct-2006,700.0,2.0,17.0,23.0,2.0,19066.29,62.5,7.0,Individual,3.0,1.0,704.0
Current,May-2018,22500.0,27500.0, 60 months,20.75,1006.59,A,E2,1 year,MORTGAGE,84032.96,Not Verified,home_improvement,IL,14.08,3.0,Mar-1993,740.0,1.0,90.0,24.0,0.0,49815.11,21.3,19.0,Individual,3.0,1.0,744.0
Current,Jul-2012,38500.0,34000.0, 60 months,11.59,672.58,C,G1,5 years,OWN,66340.98,Source Verified,other,NY,21.5,1.0,Apr-1990,745.0,2.0,8.0,2.0,2.0,6683.11,44.8,49.0,Joint App,1.0,0.0,749.0
Fully Paid,Sep-2014,9000.0,3500.0, 36 months,6.39,1141.5,D,B2,10+ years,OWN,37538.63,Not Verified,credit_card,IL,17.82,1.0,May-2003,740.0,2.0,69.0,21.0,2.0,34658.7,20.3,49.0,Individual,3.0,0.0,744.0
Fully Paid,Aug-2018,7000.0,15000.0, 60 months,11.02,1496.57,D,B5,10+ years,RENT,181724.56,Source Verified,debt_consolidation,CA,0.23,0.0,Mar-2008,745.0,4.0,79.0,19.0,2.0,9602.68,2.2,9.0,Individual,3.0,1.0,749.0
Current,Jan-2014,11000.0,1000.0, 60 months,16.95,265.77,D,D2,3 years,OWN,48484.16,Source Verified,credit_card,IL,22.98,1.0,Jan-2000,825.0,4.0,96.0,29.0,0.0,31694.44,98.1,5.0,Individual,2.0,0.0,829.0
Fully Paid,Nov-2012,35500.0,1000.0, 60 months,15.9,327.54,G,B3,3 years,OWN,95363.52,Not Verified,credit_card,FL,29.9,2.0,Sep-1992,835.0,0.0,65.0,3.0,0.0,33152.75,25.9,50.0,Individual,4.0,1.0,839.0
Fully Paid,May-2015,2000.0,9000.0, 36 months,9.82,822.97,F,E5,3 years,OWN,14028.29,Source Verified,other,NY,6.98,3.0,Oct-2000,750.0,2.0,65.0,29.0,0.0,38537.86,59.3,13.0,Joint App,2.0,1.0,754.0
Current,Jun-2015,16000.0,24500.0, 60 months,26.41,737.62,B,B1,5 years,MORTGAGE,128782.8,Not Verified,debt_consolidation,FL,37.27,0.0,Jan-1995,835.0,5.0,91.0,17.0,2.0,25645.5,30.0,36.0,Joint App,1.0,1.0,839.0
Fully Paid,Jul-2016,5500.0,36000.0, 36 months,29.0,870.21,C,A4,3 years,MORTGAGE,144532.29,Not Verified,credit_card,NY,21.22,2.0,Aug-2006,810.0,5.0,102.0,9.0,0.0,30568.48,37.1,50.0,Individual,3.0,1.0,814.0
Current,Feb-2014,7000.0,31500.0, 60 months,10.45,102.14,E,B2,3 years,RENT,60955.56,Not Verified,home_improvement,FL,7.13,3.0,Apr-2002,810.0,4.0,25.0,12.0,1.0,10857.16,39.8,48.0,Joint App,4.0,1.0,814.0
Charged Off,Jul-2018,37000.0,26500.0, 36 months,29.1,624.29,C,G4,3 years,OWN,83722.47,Verified,debt_consolidation,CA,25.84,3.0,Oct-1996,700.0,4.0,95.0,23.0,1.0,27780.92,33.5,34.0,Individual,4.0,1.0,704.0
Charged Off,Jul-2015,1000.0,31500.0, 60 months,5.76,886.98,C,G1,1 year,MORTGAGE,83709.61,Source Verified,other,NY,7.68,3.0,Jul-2002,740.0,0.0,55.0,29.0,2.0,22381.82,63.7,25.0,Joint App,2.0,1.0,744.0
Fully Paid,Dec-2013,13500.0,7500.0, 60 months,28.98,890.23,B,D1,3 years,MORTGAGE,40714.1,Not Verified,other,NY,2.54,0.0,May-2003,725.0,5.0,11.0,10.0,1.0,39967.87,96.1,47.0,Joint App,2.0,0.0,729.0
Fully Paid,Jul-2018,37000.0,34000.0, 36 months,29.67,996.28,B,C4,5 years,MORTGAGE,83139.35,Source Verified,credit_card,CA,27.41,1.0,Aug-2003,675.0,4.0,73.0,29.0,1.0,26089.3,42.9,42.0,Individual,4.0,0.0,679.0
Fully Paid,Apr-2018,25000.0,36000.0, 60 months,5.61,1088.72,F,F5,3 years,MORTGAGE,36857.77,Verified,home_improvement,NY,4.43,3.0,May-1997,670.0,5.0,117.0,19.0,2.0,46760.5,97.3,50.0,Individual,3.0,0.0,674.0
Fully Paid,May-2015,3500.0,4500.0, 60 months,24.83,973.07,F,B5,10+ years,MORTGAGE,41553.87,Verified,other,FL,4.25,3.0,Jun-2001,775.0,5.0,16.0,7.0,2.0,25559.53,66.8,32.0,Joint App,2.0,0.0,779.0
Current,Mar-2012,19000.0,19500.0, 36 months,30.14,1191.66,F,E4,10+ years,MORTGAGE,117731.97,Not Verified,home_improvement,FL,29.6,2.0,Nov-1990,735.0,1.0,1.0,18.0,1.0,14146.27,60.7,56.0,Joint App,1.0,0.0,739.0
Fully Paid,Jan-2016,39000.0,33500.0, 36 months,28.49,948.4,C,E3,3 years,OWN,107451.47,Verified,debt_consolidation,TX,2.21,3.0,Feb-1998,810.0,0.0,109.0,24.0,1.0,16421.32,23.7,47.0,Joint App,4.0,0.0,814.0
Charged Off,Oct-2015,16500.0,19500.0, 60 months,30.15,820.14,A,E1,10+ years,RENT,39189.91,Verified,debt_consolidation,CA,32.39,2.0,Aug-1997,780.0,3.0,71.0,3.0,1.0,2717.11,6.3,7.0,Individual,4.0,1.0,784.0
Current,Jan-2013,21500.0,34000.0, 36 months,19.39,921.11,B,B2,< 1 year,OWN,38555.51,Not Verified,credit_card,NY,31.85,0.0,Sep-2000,675.0,2.0,26.0,4.0,2.0,32395.13,85.2,20.0,Individual,0.0,0.0,679.0
Current,Apr-2016,22000.0,37500.0, 36 months,7.3,178.75,C,F4,10+ years,MORTGAGE,40645.44,Verified,debt_consolidation,IL,5.66,3.0,Jan-2009,815.0,0.0,95.0,2.0,1.0,49852.85,57.4,48.0,Joint App,0.0,1.0,819.0
Fully Paid,Sep-2017,27000.0,19500.0, 60 months,27.05,431.54,D,E2,1 year,RENT,92928.32,Not Verified,credit_card,NY,20.74,0.0,Feb-2009,750.0,1.0,47.0,17.0,1.0,46146.7,41.4,10.0,Joint App,0.0,1.0,754.0
Fully Paid,Sep-2012,8000.0,3000.0, 36 months,21.01,805.28,G,G3,3 years,MORTGAGE,32859.93,Source Verified,home_improvement,CA,3.87,1.0,Sep-1999,760.0,5.0,39.0,3.0,2.0,26267.37,81.2,43.0,Joint App,1.0,1.0,764.0
Current,Dec-2016,34000.0,14000.0, 60 months,21.04,1313.29,G,B1,1 year,OWN,74163.51,Not Verified,home_improvement,TX,25.3,0.0,Dec-2002,835.0,2.0,34.0,28.0,2.0,11767.22,31.1,23.0,Individual,0.0,0.0,839.0
Charged Off,Dec-2012,40000.0,9000.0, 36 months,15.98,1028.21,A,E3,3 years,MORTGAGE,93723.86,Source Verified,debt_consolidation,CA,2.52,2.0,Mar-1992,775.0,1.0,71.0,5.0,1.0,51809.07,78.4,15.0,Individual,4.0,0.0,779.0
Current,Feb-2017,6500.0,19500.0, 60 months,19.94,162.9,E,F2,1 year,RENT,56786.43,Not Verified,debt_consolidation,NY,37.78,0.0,Sep-1999,660.0,3.0,16.0,4.0,0.0,3406.86,32.8,34.0,Joint App,4.0,1.0,664.0
Current,Nov-2014,33000.0,24000.0, 36 months,9.23,900.64,C,B1,5 years,MORTGAGE,109758.55,Not Verified,debt_consolidation,IL,8.31,2.0,Oct-2003,690.0,3.0,43.0,9.0,0.0,23953.36,92.1,56.0,Joint App,0.0,0.0,694.0
Current,Jan-2012,33000.0,19000.0, 60 months,24.24,355.95,B,F1,< 1 year,OWN,49881.92,Verified,credit_card,NY,27.32,3.0,Sep-2003,735.0,1.0,36.0,23.0,1.0,51396.91,26.8,54.0,Joint App,4.0,1.0,739.0
Fully Paid,Aug-2018,30000.0,8500.0, 60 months,7.22,1109.0,D,A3,10+ years,OWN,52663.96,Not Verified,other,FL,5.13,3.0,May-2009,665.0,5.0,7.0,27.0,2.0,23590.6,13.8,26.0,Individual,0.0,0.0,669.0
Charged Off,Feb-2013,15500.0,12500.0, 36 months,23.98,1246.34,A,F2,10+ years,OWN,33311.31,Not Verified,credit_card,TX,8.38,1.0,May-1999,690.0,3.0,91.0,9.0,2.0,7072.53,69.8,4.0,Joint App,3.0,1.0,694.0
Fully Paid,Jan-2016,19500.0,27500.0, 36 months,27.03,902.38,C,E1,3 years,OWN,110228.02,Verified,credit_card,NY,18.04,3.0,Mar-2008,805.0,0.0,1.0,16.0,2.0,15956.97,16.3,53.0,Joint App,1.0,0.0,809.0
Charged Off,Mar-2013,34000.0,2000.0, 60 months,17.4,899.3,D,B3,3 years,MORTGAGE,37800.88,Verified,home_improvement,FL,22.92,1.0,Aug-2009,685.0,1.0,115.0,23.0,0.0,36001.77,94.9,54.0,Joint App,0.0,1.0,689.0
Current,May-2018,7000.0,9000.0, 60 months,18.35,527.73,B,A1,5 years,RENT,73855.3,Verified,debt_consolidation,TX,39.95,2.0,Jun-2001,690.0,5.0,11.0,24.0,1.0,9122.15,65.6,37.0,Joint App,2.0,0.0,694.0
Fully Paid,Jan-2017,33500.0,36000.0, 60 months,13.29,685.99,E,F1,< 1 year,MORTGAGE,57366.19,Verified,debt_consolidation,NY,1.04,2.0,Nov-1991,750.0,0.0,42.0,6.0,2.0,39296.12,23.1,39.0,Joint App,4.0,0.0,754.0
Fully Paid,Jun-2017,37000.0,4500.0, 36 months,30.12,1300.24,D,B1,5 years,MORTGAGE,31835.27,Source Verified,debt_consolidation,NY,0.01,0.0,Jul-1997,675.0,0.0,11.0,25.0,2.0,26289.72,20.9,33.0,Individual,4.0,1.0,679.0
Fully Paid,Dec-2014,27500.0,17000.0, 60 months,24.07,1093.28,F,D3,1 year,RENT,41545.24,Not Verified,home_improvement,IL,14.01,0.0,May-2005,705.0,3.0,44.0,26.0,0.0,20063.37,92.4,4.0,Joint App,0.0,0.0,709.0
Current,Mar-2015,14000.0,9000.0, 60 months,14.75,794.04,B,A5,5 years,RENT,137272.51,Source Verified,credit_card,CA,14.65,0.0,Aug-2001,830.0,2.0,73.0,22.0,2.0,14455.53,60.8,12.0,Joint App,4.0,0.0,834.0
Fully Paid,May-2016,23000.0,5000.0, 36 months,9.78,571.3,A,G2,1 year,OWN,67575.08,Verified,home_improvement,IL,35.35,3.0,Oct-2008,775.0,1.0,10.0,16.0,0.0,49399.8,89.4,12.0,Joint App,1.0,1.0,779.0
Fully Paid,May-2017,2500.0,17500.0, 36 months,10.92,104.06,D,D2,5 years,MORTGAGE,32679.71,Source Verified,home_improvement,TX,36.5,3.0,May-2006,835.0,2.0,63.0,12.0,0.0,23800.44,11.0,55.0,Joint App,2.0,0.0,839.0
Fully Paid,Oct-2017,37500.0,21500.0, 36 months,17.18,240.22,B,G2,5 years,MORTGAGE,71911.9,Verified,credit_card,IL,35.22,1.0,Apr-1991,725.0,1.0,92.0,26.0,2.0,44308.76,92.5,6.0,Individual,0.0,0.0,729.0
Fully Paid,Feb-2012,14500.0,7500.0, 60 months,29.43,313.75,E,B2,1 year,MORTGAGE,54848.58,Not Verified,other,NY,5.73,3.0,Apr-2007,770.0,2.0,54.0,26.0,2.0,26421.31,52.0,35.0,Joint App,4.0,1.0,774.0
Fully Paid,Jul-2016,3000.0,4000.0, 36 months,24.09,578.87,A,B4,5 years,MORTGAGE,475645.37,Verified,other,TX,16.48,0.0,Mar-1997,700.0,1.0,13.0,16.0,2.0,5512.03,66.8,24.0,Joint App,3.0,0.0,704.0
Fully Paid,Sep-2012,32000.0,6000.0, 36 months,10.81,1417.89,E,E2,3 years,OWN,71045.39,Not Verified,debt_consolidation,FL,29.84,3.0,Jun-2006,730.0,3.0,83.0,22.0,1.0,26430.36,37.3,4.0,Joint App,3.0,1.0,734.0
Fully Paid,Dec-2013,26500.0,26500.0, 60 months,27.3,772.58,G,E4,1 year,OWN,47649.39,Source Verified,other,NY,12.5,0.0,Mar-2000,690.0,4.0,22.0,13.0,1.0,30461.27,5.9,55.0,Joint App,3.0,0.0,694.0
Fully Paid,Sep-2017,25500.0,34500.0, 36 months,14.98,375.22,A,F5,3 years,RENT,140367.15,Verified,debt_consolidation,NY,26.53,0.0,Feb-1999,810.0,5.0,2.0,22.0,1.0,27470.53,95.8,5.0,Joint App,4.0,0.0,814.0
Fully Paid,Sep-2013,3000.0,8000.0, 60 months,27.1,185.45,C,G5,10+ years,OWN,19838.47,Not Verified,debt_consolidation,TX,9.49,3.0,Jun-1991,690.0,0.0,52.0,4.0,1.0,48974.5,99.5,51.0,Individual,0.0,0.0,694.0
Fully Paid,Jun-2017,30500.0,13500.0, 60 months,11.49,527.31,F,F3,< 1 year,RENT,63360.26,Source Verified,home_improvement,FL,12.94,1.0,May-1992,695.0,1.0,32.0,27.0,1.0,54651.08,36.5,47.0,Individual,1.0,0.0,699.0
Fully Paid,Feb-2015,26000.0,14500.0, 60 months,21.14,1229.12,D,A4,10+ years,RENT,198125.73,Not Verified,debt_consolidation,NY,34.42,1.0,Dec-2001,745.0,1.0,3.0,16.0,0.0,47206.72,94.4,48.0,Joint App,0.0,1.0,749.0
Charged Off,Aug-2013,32000.0,15000.0, 60 months,29.02,593.51,B,C5,10+ years,MORTGAGE,55841.94,Source Verified,credit_card,FL,10.02,3.0,Jun-2001,735.0,3.0,93.0,18.0,2.0,34966.91,16.8,13.0,Joint App,2.0,1.0,739.0
Fully Paid,Apr-2014,33500.0,10500.0, 60 months,11.9,1165.58,B,G4,3 years,MORTGAGE,21163.21,Not Verified,debt_consolidation,FL,38.57,1.0,Feb-2001,715.0,3.0,71.0,7.0,1.0,32487.0,15.5,53.0,Individual,2.0,1.0,719.0
Fully Paid,Aug-2015,9000.0,3000.0, 60 months,23.04,1209.98,F,D2,5 years,OWN,47214.16,Source Verified,credit_card,CA,12.25,3.0,Feb-1993,725.0,5.0,109.0,16.0,1.0,38676.96,7.3,37.0,Joint App,0.0,1.0,729.0
Fully Paid,Mar-2017,9000.0,21500.0, 60 months,30.58,192.91,G,G1,1 year,RENT,143302.18,Verified,other,IL,0.94,0.0,Mar-2000,710.0,5.0,57.0,2.0,2.0,17269.82,39.1,26.0,Individual,3.0,0.0,714.0
Fully Paid,Feb-2016,37000.0,15000.0, 36 months,9.16,924.73,C,D1,< 1 year,RENT,75029.88,Verified,other,CA,10.2,0.0,Mar-1991,825.0,4.0,52.0,26.0,1.0,48710.81,5.2,42.0,Individual,0.0,1.0,829.0
Fully Paid,May-2018,21500.0,14500.0, 36 months,7.56,1439.87,D,A5,3 years,RENT,36195.36,Source Verified,debt_consolidation,FL,6.85,1.0,Nov-1992,765.0,1.0,101.0,22.0,1.0,51410.89,39.5,23.0,Joint App,3.0,0.0,769.0
Fully Paid,Dec-2017,18000.0,11000.0, 60 months,22.56,621.14,F,D3,10+ years,MORTGAGE,39689.99,Source Verified,home_improvement,TX,20.27,2.0,Jan-2000,830.0,0.0,9.0,14.0,0.0,16033.03,13.8,19.0,Individual,3.0,0.0,834.0
Current,Feb-2017,12000.0,37500.0, 36 months,14.0,104.89,B,F2,1 year,RENT,42795.14,Not Verified,credit_card,FL,4.51,0.0,May-2002,840.0,5.0,43.0,25.0,0.0,54169.09,73.1,20.0,Individual,4.0,0.0,844.0
Fully Paid,Feb-2016,26000.0,25000.0, 60 months,7.12,1387.25,B,E2,5 years,RENT,74363.37,Source Verified,credit_card,FL,25.04,0.0,Feb-2003,780.0,5.0,95.0,24.0,1.0,50923.96,83.3,35.0,Individual,0.0,1.0,784.0
Fully Paid,Dec-2013,30500.0,17500.0, 60 months,17.47,1328.99,F,A2,5 years,MORTGAGE,133641.71,Not Verified,home_improvement,FL,35.0,2.0,Sep-2009,810.0,1.0,35.0,5.0,1.0,25469.21,68.8,37.0,Individual,4.0,0.0,814.0
Fully Paid,Oct-2014,1000.0,9000.0, 60 months,24.6,797.55,B,B5,5 years,MORTGAGE,112583.88,Verified,other,FL,14.5,1.0,Feb-2007,680.0,0.0,106.0,3.0,2.0,54540.01,20.0,17.0,Individual,2.0,1.0,684.0
Fully Paid,Oct-2012,22500.0,32500.0, 36 months,12.6,841.81,F,F4,1 year,MORTGAGE,78716.44,Source Verified,credit_card,IL,6.74,1.0,Aug-1997,835.0,4.0,34.0,9.0,2.0,7226.34,76.7,17.0,Individual,4.0,0.0,839.0
Fully Paid,Jul-2014,40000.0,36000.0, 36 months,13.88,341.26,D,G5,1 year,RENT,26930.46,Not Verified,debt_consolidation,FL,16.0,0.0,Sep-2005,745.0,3.0,49.0,2.0,2.0,1679.19,25.0,56.0,Individual,3.0,0.0,749.0
Current,Apr-2018,12000.0,2000.0, 36 months,26.95,1234.59,G,F2,3 years,OWN,26990.51,Verified,other,IL,31.44,0.0,Dec-1991,790.0,5.0,107.0,18.0,1.0,20872.01,75.9,32.0,Individual,3.0,1.0,794.0
Current,Nov-2014,12000.0,37500.0, 60 months,18.61,762.94,A,A3,10+ years,RENT,82450.32,Verified,other,TX,23.66,0.0,Mar-2007,705.0,3.0,29.0,16.0,0.0,33926.14,56.7,52.0,Individual,0.0,0.0,709.0
